user_id;movie_id;rating
1027;media-26;5.0
1027;media-315;4.0
1027;media-476;3.0
1028;media-503;4.0
1028;media-412;4.0
1028;media-262;3.5
1028;media-400;5.0
1029;media-323;3.5
1029;media-432;3.0
1030;media-448;3.0
1030;media-59;0.5
1030;media-366;2.0
1030;media-355;5.0
1030;media-350;5.0
1030;media-418;5.0
1030;media-519;3.5
1030;media-362;3.5
1030;media-351;5.0
1030;media-250;5.0
1030;media-356;4.5
1030;media-511;5.0
1030;media-282;4.5
1030;media-514;0.5
1030;media-301;4.0
1030;media-224;4.5
1030;media-330;3.0
1030;media-390;4.0
1031;media-305;5.0
1032;media-53;4.0
1032;media-182;3.5
1033;media-448;5.0
1033;media-412;4.0
1033;media-340;4.0
1033;media-452;3.0
1033;media-50;4.5
1034;media-197;3.5
1034;media-366;5.0
1034;media-355;5.0
1034;media-173;4.0
1034;media-418;4.5
1034;media-519;4.0
1034;media-136;4.0
1035;media-503;3.5
1035;media-78;2.0
1035;media-255;3.0
1035;media-441;3.0
1036;media-261;3.5
1036;media-421;4.5
1036;media-502;4.0
1037;media-40;4.0
1038;media-448;5.0
1038;media-412;4.0
1038;media-252;5.0
1038;media-279;3.5
1039;media-366;4.0
1039;media-251;3.0
1039;media-396;3.5
1039;media-452;4.0
1040;media-296;5.0
1040;media-82;4.0
1040;media-241;4.0
1040;media-197;5.0
1040;media-11;5.0
1040;media-233;4.0
1041;media-365;3.5
1041;media-357;3.5
1041;media-355;4.5
1041;media-418;4.5
1042;media-412;3.5
1042;media-197;3.0
1042;media-366;4.5
1042;media-350;3.5
1042;media-118;5.0
1042;media-230;3.5
1042;media-311;4.0
1043;media-365;4.0
1043;media-167;4.0
1043;media-355;5.0
1043;media-350;5.0
1044;media-365;3.0
1044;media-296;2.5
1044;media-418;3.0
1044;media-18;5.0
1044;media-152;1.0
1044;media-441;3.0
1044;media-457;5.0
1045;media-397;3.0
1046;media-448;1.0
1046;media-197;2.5
1046;media-355;4.5
1046;media-415;2.5
1047;media-412;2.0
1047;media-82;5.0
1047;media-59;3.0
1047;media-241;5.0
1047;media-167;3.0
1047;media-46;3.0
1047;media-73;3.5
1047;media-202;3.0
1047;media-206;4.0
1048;media-357;4.0
1048;media-82;4.0
1048;media-345;4.5
1048;media-415;4.0
1049;media-296;5.0
1049;media-167;5.0
1049;media-197;4.0
1049;media-346;4.0
1049;media-366;5.0
1049;media-418;4.0
1049;media-134;3.5
1049;media-369;3.0
1050;media-82;3.0
1050;media-59;2.0
1050;media-167;4.0
1050;media-197;5.0
1050;media-346;2.0
1050;media-142;4.0
1051;media-9;4.0
1051;media-94;4.0
1052;media-448;4.0
1052;media-296;3.0
1052;media-357;5.0
1052;media-241;5.0
1052;media-197;2.0
1052;media-43;3.5
1052;media-316;2.0
1053;media-448;4.0
1053;media-412;3.0
1053;media-357;4.0
1053;media-82;3.0
1053;media-59;5.0
1053;media-167;4.0
1053;media-354;1.0
1053;media-144;3.0
1053;media-346;4.0
1053;media-480;3.0
1053;media-323;5.0
1053;media-71;2.0
1054;media-197;5.0
1054;media-185;3.0
1055;media-412;4.0
1055;media-296;5.0
1055;media-82;5.0
1055;media-339;3.0
1055;media-138;4.0
1055;media-366;1.0
1056;media-47;2.0
1057;media-448;5.0
1057;media-365;5.0
1057;media-357;4.5
1057;media-82;5.0
1057;media-59;5.0
1057;media-241;4.0
1057;media-167;4.5
1057;media-197;4.0
1057;media-81;4.5
1057;media-354;4.0
1057;media-346;4.5
1057;media-366;5.0
1057;media-480;3.0
1057;media-323;3.0
1057;media-293;4.0
1057;media-355;5.0
1057;media-418;5.0
1057;media-72;5.0
1058;media-448;4.5
1058;media-259;3.0
1058;media-299;3.0
1059;media-366;4.0
1059;media-355;4.0
1059;media-350;5.0
1059;media-418;4.0
1059;media-519;5.0
1059;media-345;4.0
1059;media-475;5.0
1060;media-412;3.5
1060;media-197;1.5
1060;media-81;4.5
1060;media-366;3.5
1060;media-355;5.0
1060;media-418;5.0
1060;media-388;3.5
1060;media-402;4.0
1061;media-43;5.0
1061;media-47;4.0
1061;media-89;5.0
1062;media-296;5.0
1062;media-340;3.0
1062;media-389;3.5
1063;media-21;2.0
1063;media-42;1.5
1063;media-271;4.0
1064;media-81;3.5
1064;media-366;3.5
1064;media-356;3.5
1064;media-511;4.0
1064;media-345;4.0
1065;media-448;4.0
1065;media-63;3.5
1065;media-183;3.0
1065;media-278;4.0
1065;media-434;3.0
1066;media-296;5.0
1066;media-59;4.0
1066;media-167;4.0
1067;media-246;4.5
1068;media-448;4.0
1068;media-503;4.0
1068;media-412;4.0
1068;media-82;5.0
1068;media-167;3.0
1068;media-326;3.0
1069;media-82;5.0
1069;media-167;4.0
1069;media-297;4.0
1070;media-197;4.5
1070;media-366;5.0
1070;media-355;3.0
1070;media-345;5.0
1070;media-440;3.5
1070;media-232;5.0
1070;media-471;5.0
1070;media-42;2.0
1070;media-307;3.0
1070;media-321;2.0
1071;media-197;2.0
1071;media-107;2.5
1071;media-228;3.5
1072;media-357;4.0
1072;media-82;5.0
1072;media-241;5.0
1072;media-167;3.0
1072;media-197;2.0
1072;media-346;4.0
1072;media-143;5.0
1072;media-330;5.0
1072;media-487;4.0
1072;media-513;4.0
1073;media-296;4.0
1073;media-167;4.0
1073;media-58;3.0
1074;media-412;4.0
1074;media-496;2.0
1074;media-510;3.0
1075;media-241;5.0
1075;media-167;4.0
1075;media-271;3.0
1076;media-296;4.5
1076;media-59;5.0
1076;media-241;4.0
1076;media-81;3.5
1076;media-323;4.0
1076;media-418;4.5
1077;media-167;3.0
1078;media-296;3.0
1078;media-355;5.0
1078;media-109;3.0
1079;media-448;3.0
1079;media-412;3.0
1079;media-135;2.0
1079;media-415;3.0
1080;media-21;3.0
1080;media-55;3.0
1080;media-109;3.0
1080;media-184;5.0
1080;media-450;3.0
1081;media-448;5.0
1081;media-296;5.0
1081;media-357;5.0
1081;media-82;4.5
1081;media-366;4.0
1081;media-480;3.0
1081;media-355;4.0
1081;media-418;4.0
1081;media-356;2.5
1081;media-345;5.0
1081;media-282;3.5
1082;media-355;5.0
1082;media-418;5.0
1082;media-78;4.5
1082;media-171;4.0
1082;media-484;1.0
1083;media-448;5.0
1083;media-332;3.0
1084;media-296;4.0
1084;media-355;3.5
1084;media-418;3.5
1084;media-255;3.5
1084;media-467;3.5
1085;media-82;4.0
1085;media-351;2.5
1086;media-28;3.0
1086;media-50;4.0
1087;media-365;3.0
1087;media-296;4.0
1087;media-82;4.5
1087;media-197;1.5
1087;media-366;3.5
1087;media-90;1.0
1087;media-230;1.0
1087;media-264;2.0
1087;media-289;4.0
1087;media-389;4.5
1087;media-498;5.0
1088;media-336;4.0
1088;media-380;5.0
1089;media-448;3.5
1089;media-59;3.5
1089;media-197;2.5
1089;media-346;4.0
1089;media-366;2.0
1089;media-480;3.5
1089;media-350;4.5
1089;media-519;3.5
1089;media-307;2.0
1090;media-448;4.0
1090;media-503;2.5
1090;media-412;3.0
1090;media-82;3.0
1090;media-59;4.0
1090;media-241;3.5
1090;media-197;3.5
1090;media-318;3.5
1090;media-339;3.0
1090;media-346;2.5
1090;media-366;5.0
1090;media-480;2.5
1090;media-323;2.5
1090;media-355;5.0
1090;media-350;4.0
1090;media-418;5.0
1090;media-406;3.5
1090;media-519;4.5
1090;media-41;4.0
1090;media-259;3.0
1090;media-508;4.0
1091;media-211;4.0
1091;media-474;3.5
1092;media-448;5.0
1092;media-465;3.0
1094;media-92;5.0
1094;media-185;5.0
1094;media-375;3.0
1095;media-448;3.5
1095;media-365;2.5
1095;media-296;3.5
1095;media-82;3.0
1095;media-59;3.5
1095;media-318;2.5
1095;media-366;4.5
1095;media-355;4.0
1095;media-350;3.0
1095;media-418;3.5
1095;media-519;3.5
1095;media-362;4.0
1095;media-351;4.0
1095;media-356;3.5
1095;media-511;5.0
1095;media-345;4.5
1095;media-10;4.5
1095;media-74;4.0
1095;media-416;5.0
1096;media-448;4.0
1096;media-480;4.0
1096;media-340;4.0
1097;media-350;5.0
1097;media-519;5.0
1097;media-356;4.0
1097;media-511;3.5
1097;media-345;5.0
1097;media-389;4.0
1097;media-461;4.0
1098;media-448;4.0
1098;media-357;3.5
1098;media-366;5.0
1098;media-488;2.5
1099;media-9;4.5
1099;media-208;3.0
1100;media-503;4.0
1100;media-412;3.0
1100;media-118;4.0
1100;media-215;3.0
1101;media-357;5.0
1101;media-366;5.0
1101;media-355;4.0
1101;media-418;2.5
1101;media-345;4.5
1101;media-9;3.0
1101;media-340;3.0
1101;media-429;3.5
1102;media-21;5.0
1102;media-135;3.0
1102;media-187;4.0
1102;media-239;5.0
1103;media-365;4.0
1103;media-296;4.0
1103;media-357;4.0
1103;media-82;4.0
1103;media-59;3.0
1103;media-241;2.0
1103;media-167;3.0
1103;media-318;3.0
1103;media-81;3.0
1103;media-203;3.0
1103;media-346;4.0
1103;media-366;3.0
1103;media-480;1.0
1104;media-448;4.0
1104;media-412;3.0
1105;media-82;4.0
1105;media-352;0.5
1106;media-448;4.0
1106;media-351;5.0
1106;media-65;2.0
1106;media-276;5.0
1106;media-340;4.0
1106;media-374;3.0
1107;media-412;4.0
1107;media-56;3.0
1108;media-448;3.5
1108;media-365;3.0
1108;media-357;5.0
1108;media-241;4.0
1108;media-167;3.0
1108;media-318;3.5
1108;media-366;5.0
1108;media-480;5.0
1108;media-355;3.5
1108;media-350;2.5
1108;media-183;4.0
1108;media-488;3.0
1109;media-59;0.5
1109;media-197;5.0
1109;media-366;1.0
1109;media-348;4.0
1110;media-254;5.0
1111;media-357;4.5
1111;media-241;4.0
1111;media-418;4.5
1111;media-35;2.5
1112;media-428;2.0
1112;media-476;4.5
1113;media-448;3.0
1113;media-412;3.0
1113;media-382;3.5
1114;media-448;1.5
1114;media-366;4.0
1114;media-356;2.5
1114;media-345;3.5
1114;media-301;3.5
1115;media-448;3.0
1115;media-503;3.0
1115;media-249;1.0
1115;media-412;2.5
1115;media-82;4.0
1115;media-197;0.5
1115;media-354;2.5
1115;media-339;4.0
1115;media-346;1.0
1115;media-138;0.5
1115;media-366;5.0
1115;media-480;3.5
1115;media-352;1.0
1115;media-323;3.0
1115;media-355;3.5
1115;media-238;2.0
1115;media-173;1.5
1115;media-458;1.5
1115;media-418;3.5
1115;media-482;3.5
1115;media-28;3.5
1115;media-231;4.0
1115;media-244;4.0
1115;media-254;3.0
1116;media-448;3.0
1116;media-369;5.0
1117;media-309;3.0
1117;media-387;3.0
1117;media-442;4.0
1117;media-452;3.5
1118;media-363;4.0
1118;media-405;2.0
1119;media-462;4.0
1119;media-470;3.0
1120;media-357;3.0
1120;media-366;5.0
1120;media-226;3.0
1121;media-197;4.0
1121;media-155;3.0
1121;media-281;3.0
1122;media-188;2.0
1122;media-192;4.0
1123;media-448;5.0
1123;media-412;4.5
1123;media-365;4.0
1123;media-296;4.0
1123;media-59;3.5
1123;media-197;3.0
1123;media-354;1.5
1123;media-339;4.0
1123;media-346;4.0
1123;media-366;5.0
1123;media-480;4.5
1123;media-355;3.0
1123;media-418;2.0
1123;media-117;5.0
1123;media-124;3.0
1123;media-398;4.0
1125;media-448;4.0
1125;media-412;3.0
1125;media-7;4.0
1125;media-115;3.0
1125;media-253;4.0
1126;media-316;3.0
1127;media-197;5.0
1127;media-461;3.0
1128;media-448;4.0
1128;media-249;1.5
1128;media-82;4.5
1128;media-318;1.5
1128;media-6;1.0
1128;media-352;3.5
1128;media-355;3.5
1128;media-350;2.5
1128;media-519;4.0
1128;media-351;2.5
1128;media-37;3.5
1128;media-356;2.0
1128;media-345;4.5
1128;media-188;5.0
1128;media-468;4.0
1129;media-448;3.0
1129;media-412;2.0
1129;media-59;3.0
1129;media-241;3.0
1129;media-384;2.5
1130;media-448;2.0
1130;media-503;2.5
1130;media-412;3.0
1130;media-241;2.0
1130;media-167;2.0
1130;media-197;2.5
1130;media-346;0.5
1130;media-366;3.5
1130;media-355;3.5
1130;media-173;2.5
1130;media-418;3.5
1130;media-68;3.0
1131;media-357;4.0
1131;media-59;4.0
1131;media-241;4.5
1131;media-167;4.0
1131;media-81;4.0
1131;media-346;3.0
1131;media-366;5.0
1131;media-480;0.5
1131;media-355;4.0
1132;media-448;4.0
1132;media-365;4.5
1132;media-296;4.0
1132;media-357;4.5
1132;media-82;4.5
1132;media-346;3.5
1132;media-366;5.0
1132;media-362;3.5
1132;media-351;4.5
1132;media-298;4.0
1132;media-511;4.0
1132;media-345;5.0
1132;media-65;4.0
1132;media-308;3.0
1132;media-338;4.0
1132;media-378;2.0
1132;media-469;5.0
1133;media-448;4.0
1133;media-503;4.0
1133;media-412;2.0
1133;media-82;5.0
1133;media-59;4.0
1133;media-241;4.0
1133;media-167;4.0
1133;media-197;4.0
1133;media-144;2.0
1133;media-339;2.0
1133;media-346;4.0
1133;media-366;4.0
1134;media-448;4.0
1134;media-296;2.5
1134;media-197;4.0
1134;media-339;0.5
1134;media-355;5.0
1134;media-418;5.0
1134;media-83;2.5
1135;media-448;5.0
1135;media-59;4.0
1135;media-318;4.0
1135;media-355;4.5
1135;media-350;4.0
1135;media-519;5.0
1135;media-362;4.0
1135;media-351;5.0
1135;media-345;4.5
1135;media-232;5.0
1135;media-121;4.0
1135;media-134;4.0
1135;media-236;3.5
1135;media-334;1.0
1135;media-411;0.5
1136;media-448;4.0
1136;media-412;4.0
1136;media-82;5.0
1136;media-167;4.0
1136;media-318;5.0
1136;media-346;4.0
1136;media-6;3.0
1136;media-366;5.0
1136;media-480;4.0
1136;media-352;3.0
1136;media-355;5.0
1136;media-378;4.5
1137;media-82;5.0
1137;media-197;5.0
1137;media-47;5.0
1137;media-104;5.0
1138;media-63;3.0
1138;media-96;4.0
1138;media-369;4.0
1138;media-465;4.0
1139;media-448;4.0
1139;media-412;4.0
1139;media-365;5.0
1139;media-241;5.0
1139;media-197;5.0
1139;media-477;3.0
1139;media-285;0.5
1140;media-82;3.5
1140;media-366;3.0
1140;media-70;4.5
1141;media-15;5.0
1141;media-126;4.0
1141;media-500;3.0
1142;media-448;4.0
1142;media-412;4.0
1142;media-87;5.0
1143;media-448;3.0
1143;media-503;1.0
1143;media-412;3.0
1143;media-197;1.0
1143;media-65;5.0
1143;media-331;2.5
1143;media-509;3.5
1144;media-68;4.0
1144;media-309;4.0
1144;media-389;4.5
1145;media-448;3.0
1145;media-53;5.0
1145;media-92;3.0
1145;media-310;1.0
1145;media-372;3.0
1145;media-439;4.0
1146;media-448;4.5
1146;media-365;4.0
1146;media-296;3.0
1146;media-59;4.0
1146;media-241;5.0
1146;media-167;4.0
1146;media-197;3.5
1146;media-339;3.0
1146;media-366;4.5
1146;media-480;4.0
1146;media-323;3.0
1146;media-355;5.0
1146;media-350;2.5
1146;media-418;5.0
1146;media-519;2.5
1146;media-364;3.0
1147;media-365;4.0
1147;media-296;4.0
1147;media-89;4.0
1147;media-262;4.0
1147;media-295;4.5
1147;media-434;3.5
1148;media-448;5.0
1148;media-202;4.5
1149;media-355;4.0
1149;media-418;4.0
1150;media-16;3.0
1151;media-59;3.5
1151;media-197;4.0
1151;media-346;4.5
1151;media-366;5.0
1151;media-355;4.0
1151;media-350;3.0
1151;media-418;3.0
1151;media-519;2.0
1151;media-379;3.0
1151;media-402;4.0
1152;media-365;5.0
1152;media-82;5.0
1152;media-197;4.0
1152;media-346;3.5
1152;media-366;5.0
1152;media-323;4.5
1152;media-157;4.5
1153;media-412;4.0
1153;media-365;4.0
1153;media-296;5.0
1153;media-82;4.0
1153;media-197;3.5
1153;media-366;4.0
1153;media-480;4.0
1154;media-448;2.5
1154;media-296;2.5
1154;media-59;4.0
1154;media-355;4.0
1154;media-350;3.0
1154;media-418;4.0
1154;media-457;4.5
1155;media-448;5.0
1155;media-412;4.0
1155;media-296;5.0
1155;media-59;5.0
1155;media-241;4.0
1155;media-354;3.0
1155;media-339;5.0
1155;media-346;5.0
1155;media-138;3.0
1155;media-366;5.0
1155;media-352;4.0
1155;media-323;5.0
1155;media-293;5.0
1155;media-355;5.0
1155;media-312;5.0
1155;media-74;3.0
1155;media-205;5.0
1155;media-213;3.5
1155;media-229;5.0
1155;media-408;5.0
1155;media-434;2.0
1156;media-412;3.0
1156;media-59;4.0
1156;media-241;5.0
1156;media-167;4.0
1156;media-346;3.0
1156;media-323;4.0
1156;media-294;2.0
1156;media-509;4.0
1157;media-503;1.0
1157;media-412;4.0
1157;media-259;1.0
1157;media-328;3.5
1157;media-434;3.0
1158;media-448;5.0
1158;media-412;4.0
1158;media-466;4.0
1159;media-448;5.0
1161;media-448;3.0
1161;media-241;3.5
1161;media-81;4.0
1161;media-354;4.0
1161;media-355;4.5
1161;media-418;3.5
1161;media-351;3.5
1161;media-298;4.5
1161;media-511;3.5
1162;media-366;4.5
1162;media-362;3.5
1162;media-351;4.5
1162;media-331;3.5
1162;media-369;4.0
1162;media-396;3.0
1163;media-416;3.0
1164;media-249;3.0
1164;media-244;3.0
1164;media-403;4.0
1165;media-516;5.0
1165;media-413;4.5
1166;media-357;3.5
1166;media-354;0.5
1166;media-366;4.5
1166;media-355;4.5
1166;media-418;4.5
1166;media-519;4.0
1166;media-356;4.5
1166;media-511;4.5
1167;media-448;4.5
1167;media-365;4.5
1167;media-366;4.5
1167;media-480;5.0
1167;media-38;3.5
1167;media-387;4.0
1167;media-443;3.0
1168;media-296;4.0
1168;media-357;4.0
1168;media-241;5.0
1168;media-167;5.0
1168;media-499;2.0
1169;media-448;4.0
1169;media-59;5.0
1169;media-346;2.0
1169;media-366;4.0
1169;media-462;1.0
1170;media-59;5.0
1170;media-216;5.0
1170;media-328;2.5
1171;media-448;5.0
1171;media-219;1.5
1172;media-418;5.0
1172;media-39;4.5
1172;media-215;4.0
1173;media-350;4.0
1173;media-113;4.0
1174;media-448;3.5
1174;media-412;3.5
1174;media-197;3.5
1174;media-47;4.5
1174;media-171;2.5
1174;media-99;2.0
1175;media-197;5.0
1175;media-355;5.0
1175;media-418;5.0
1175;media-519;5.0
1175;media-78;4.0
1175;media-141;3.0
1175;media-224;4.0
1175;media-376;3.0
1176;media-447;3.5
1176;media-518;3.5
1177;media-84;3.5
1177;media-299;4.0
1178;media-418;4.0
1178;media-60;2.5
1179;media-418;4.0
1179;media-299;4.5
1179;media-397;4.0
1180;media-59;4.5
1180;media-345;4.5
1180;media-57;4.0
1180;media-122;4.0
1180;media-150;4.5
1180;media-498;3.0
1180;media-221;2.0
1181;media-356;5.0
1181;media-389;2.0
1182;media-503;3.0
1182;media-270;3.0
1182;media-512;3.0
1185;media-448;4.0
1185;media-241;4.0
1185;media-220;3.0
1185;media-494;5.0
1186;media-155;4.0
1186;media-189;5.0
1186;media-379;4.0
1187;media-448;3.0
1187;media-412;1.0
1187;media-239;2.0
1188;media-448;5.0
1188;media-241;5.0
1188;media-167;3.5
1188;media-197;5.0
1188;media-339;4.5
1188;media-355;5.0
1188;media-519;5.0
1188;media-298;4.5
1188;media-511;4.5
1188;media-465;2.0
1189;media-354;3.5
1189;media-366;4.0
1189;media-345;4.0
1189;media-288;1.0
1189;media-304;4.5
1189;media-331;3.5
1190;media-171;3.0
1190;media-243;5.0
1190;media-310;3.0
1190;media-360;3.5
1190;media-16;4.5
1191;media-503;5.0
1191;media-366;5.0
1191;media-135;3.0
1192;media-355;1.0
1193;media-241;4.5
1193;media-355;5.0
1193;media-418;5.0
1193;media-168;5.0
1193;media-170;3.5
1193;media-510;4.0
1194;media-366;5.0
1194;media-352;1.0
1194;media-452;4.0
1195;media-167;4.0
1195;media-346;5.0
1195;media-156;4.0
1195;media-370;4.5
1195;media-486;3.0
1196;media-337;3.0
1196;media-408;3.0
1197;media-366;4.0
1197;media-355;4.5
1197;media-351;4.0
1197;media-264;2.0
1197;media-495;3.5
1198;media-448;4.0
1198;media-181;4.5
1198;media-240;3.0
1198;media-324;4.0
1198;media-391;2.5
1199;media-503;3.0
1199;media-107;3.0
1199;media-230;4.0
1199;media-468;4.0
1200;media-241;4.5
1200;media-366;4.0
1200;media-271;5.0
1200;media-386;3.0
1201;media-448;5.0
1202;media-59;5.0
1202;media-354;5.0
1202;media-430;3.5
1202;media-441;3.5
1203;media-448;5.0
1203;media-346;5.0
1203;media-366;5.0
1203;media-298;4.5
1204;media-448;4.0
1204;media-503;1.5
1204;media-412;2.0
1204;media-82;4.0
1204;media-59;4.0
1204;media-197;1.0
1204;media-366;4.0
1204;media-355;4.0
1204;media-350;3.5
1204;media-418;4.0
1204;media-519;4.0
1204;media-494;3.0
1205;media-167;4.0
1205;media-339;4.0
1205;media-366;5.0
1205;media-238;3.5
1205;media-350;4.0
1205;media-266;3.0
1205;media-360;3.5
1205;media-415;5.0
1206;media-59;4.0
1206;media-197;3.0
1206;media-318;3.0
1206;media-204;3.0
1206;media-277;4.0
1207;media-448;4.0
1207;media-412;0.5
1207;media-365;5.0
1207;media-296;5.0
1207;media-82;4.0
1207;media-59;4.0
1207;media-241;4.0
1207;media-167;4.0
1207;media-197;4.0
1207;media-81;4.0
1207;media-346;2.0
1207;media-366;4.0
1207;media-480;4.0
1207;media-355;4.0
1207;media-418;4.0
1207;media-362;4.0
1207;media-356;2.5
1207;media-23;4.0
1207;media-35;3.5
1207;media-216;5.0
1207;media-235;2.0
1207;media-375;4.0
1208;media-448;4.0
1208;media-197;2.0
1208;media-37;5.0
1208;media-58;5.0
1209;media-197;5.0
1210;media-412;4.0
1210;media-197;4.0
1210;media-366;4.0
1210;media-355;5.0
1210;media-418;5.0
1211;media-365;4.5
1211;media-323;4.0
1211;media-143;3.0
1212;media-355;4.5
1212;media-350;4.5
1212;media-418;4.5
1212;media-362;4.0
1212;media-356;5.0
1212;media-511;5.0
1212;media-130;2.5
1212;media-42;3.0
1212;media-56;3.0
1212;media-348;4.0
1212;media-370;3.5
1213;media-42;4.5
1213;media-52;4.0
1213;media-105;3.0
1213;media-150;3.0
1213;media-372;4.5
1214;media-448;2.0
1214;media-296;3.0
1214;media-82;3.5
1214;media-59;3.5
1214;media-81;4.0
1214;media-366;5.0
1214;media-480;3.5
1214;media-355;4.0
1214;media-418;4.5
1214;media-351;3.0
1214;media-345;2.5
1214;media-394;5.0
1214;media-130;2.0
1214;media-319;3.5
1215;media-448;4.0
1215;media-409;4.0
1215;media-441;2.5
1216;media-430;5.0
1216;media-486;2.5
1217;media-82;4.5
1217;media-366;4.0
1217;media-480;4.0
1218;media-366;4.0
1218;media-418;3.5
1218;media-519;4.5
1218;media-345;5.0
1218;media-55;3.0
1218;media-73;4.0
1218;media-492;3.5
1219;media-448;4.0
1219;media-365;1.5
1219;media-82;5.0
1219;media-59;5.0
1219;media-241;4.5
1219;media-197;3.5
1219;media-366;5.0
1219;media-480;2.5
1219;media-323;4.5
1219;media-355;4.0
1219;media-350;3.5
1219;media-418;3.5
1219;media-356;3.0
1219;media-246;1.0
1220;media-448;4.0
1220;media-350;1.5
1220;media-162;4.0
1220;media-303;3.0
1220;media-379;1.5
1220;media-405;4.0
1221;media-167;5.0
1221;media-117;2.0
1221;media-178;3.0
1221;media-336;3.5
1222;media-399;5.0
1222;media-429;4.0
1223;media-129;5.0
1223;media-261;4.0
1223;media-289;4.0
1223;media-424;2.0
1224;media-53;4.0
1224;media-66;4.0
1224;media-148;2.5
1224;media-215;5.0
1224;media-425;4.0
1225;media-2;4.0
1225;media-129;3.0
1225;media-152;4.0
1225;media-307;4.0
1226;media-43;4.5
1226;media-113;2.0
1226;media-246;5.0
1226;media-254;4.0
1227;media-92;3.0
1227;media-248;5.0
1228;media-82;4.0
1228;media-138;4.0
1228;media-366;3.0
1228;media-67;4.0
1228;media-104;4.0
1229;media-172;5.0
1229;media-371;5.0
1231;media-448;3.0
1231;media-59;5.0
1231;media-197;5.0
1231;media-346;4.0
1231;media-366;5.0
1231;media-355;5.0
1231;media-418;5.0
1231;media-519;5.0
1231;media-219;3.5
1231;media-300;4.0
1231;media-430;3.0
1232;media-448;5.0
1232;media-503;1.0
1232;media-412;3.0
1232;media-145;5.0
1232;media-342;4.5
1232;media-430;3.0
1233;media-299;2.0
1233;media-303;3.5
1234;media-448;2.0
1234;media-82;5.0
1234;media-59;5.0
1234;media-244;4.0
1234;media-246;4.0
1234;media-417;4.0
1235;media-355;4.5
1235;media-57;5.0
1235;media-126;2.0
1235;media-133;5.0
1235;media-161;3.0
1235;media-274;4.0
1236;media-448;4.5
1236;media-412;4.5
1236;media-357;4.5
1236;media-197;3.0
1236;media-366;5.0
1236;media-355;4.5
1236;media-418;4.5
1236;media-511;4.5
1236;media-345;5.0
1236;media-199;4.0
1236;media-484;4.0
1236;media-120;3.5
1237;media-448;4.0
1237;media-412;1.5
1237;media-82;3.0
